agent_class,group,n_seeds,mean,std,sem,min,max,median,q25,q75,param_agent_class,param_agent_discount,param_agent_eps_decay_steps,param_agent_eps_end,param_agent_eps_start,param_agent_grid_size,param_agent_known_threshold,param_agent_learning_rate,param_agent_max_grad_norm,param_agent_min_visits,param_agent_num_iters,param_agent_num_update_epochs,param_agent_r_max,param_agent_target_update_freq,param_agent_use_vmax,param_agent_v_max,param_agent_vmax,param_buffer_buffer_size,param_buffer_class,param_buffer_obs_shape,param_checkpoint_freq,param_eval_episodes,param_evaluate_every,param_max_episode_steps,param_minibatch_size,param_num_minibatches,param_seed,param_train_episodes,param_train_steps,param_update_frequency,param_use_steps,param_warmup_steps
DQNAgent,sweep_c54,10,0.9882982671260834,0.0006983038389244854,0.00022082306298407183,0.9868838787078856,0.9893960952758788,0.9884224236011505,0.987946256995201,0.9885660707950592,DQNAgent,0.99,65586.0,0.24318,0.771631,,,1.6177e-05,4.46962,,,,,64.0,,,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,5,0,1000000,8,True,4
DQNAgent,sweep_c93,10,0.9879802644252778,0.0007759610809172992,0.00024538043913448833,0.986527144908905,0.9891325831413268,0.9878859519958496,0.987716794013977,0.9885910302400589,DQNAgent,0.99,495810.0,0.0269723,0.521494,,,1.3424e-05,3.20908,,,,,64.0,,,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,9,0,1000000,8,True,8192
DQNAgent,sweep_c69,10,0.9878549098968505,0.006588012376759826,0.0020833124363940385,0.9743634462356568,0.994312822818756,0.9902249574661256,0.9871098101139067,0.992122456431389,DQNAgent,0.99,200977.0,0.107053,0.409949,,,0.00515142,8.90683,,,,,4096.0,,,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,9,0,1000000,16,True,1024
DQNAgent,sweep_c39,10,0.9873843908309936,0.001033810603048592,0.00032691961748657625,0.9860296249389648,0.9890165328979492,0.987188994884491,0.986638143658638,0.9879522770643234,DQNAgent,0.99,247641.0,0.110509,0.506068,,,0.000172704,12.0192,,,,,128.0,,,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,3,0,1000000,8,True,1
DQNAgent,sweep_c89,10,0.9855835735797882,0.005832803723074964,0.0018444944909626908,0.9768723249435424,0.9913666248321532,0.9885318577289581,0.981188476085663,0.9900950342416762,DQNAgent,0.99,208398.0,0.0155512,0.3177,,,0.00285661,14.6388,,,,,256.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,8,0,1000000,8,True,512
DQNAgent,sweep_c57,10,0.9848749220371247,0.006157885108281638,0.0019472942511802565,0.9738155603408812,0.9913136959075928,0.9864875376224518,0.9816578030586243,0.9898820519447327,DQNAgent,0.99,117820.0,0.0153105,0.402849,,,0.000167124,7.67415,,,,,2048.0,,,,8192,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,0,0,1000000,16,True,64
DQNAgent,sweep_c60,10,0.9842767059803009,0.021573587244487668,0.006822167299293685,0.9236547350883484,0.9959862232208252,0.9906738996505737,0.9878890067338943,0.9931062906980515,DQNAgent,0.99,169123.0,0.119018,0.592058,,,0.00025832,3.13946,,,,,8192.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,1,0,1000000,2,True,4096
DQNAgent,sweep_c5,10,0.9834425270557403,0.00419388879184178,0.0013262240835671816,0.9751333594322203,0.9894354939460754,0.9840117394924164,0.9810873866081238,0.9852431714534758,DQNAgent,0.99,490073.0,0.0562717,0.524038,,,2.98455e-06,1.72496,,,,,8192.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,8,0,1000000,2,True,8192
DQNAgent,sweep_c48,10,0.9818918347358704,0.0005906172150218272,0.0001867695624774388,0.9811091423034668,0.9828324317932128,0.9818602800369263,0.9814599752426149,0.982151061296463,DQNAgent,0.99,414435.0,0.0829516,0.777771,,,5.41869e-06,14.3812,,,,,256.0,,,,65536,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,7,0,1000000,2,True,1
DQNAgent,sweep_c17,10,0.9776234328746796,0.011071713934508922,0.0035011833634872513,0.9545340538024902,0.9911717772483826,0.9782256484031677,0.9757239520549773,0.9852422326803207,DQNAgent,0.99,482040.0,0.195971,0.930069,,,0.0105114,9.76911,,,,,1024.0,,,,65536,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,2,0,1000000,16,True,256
DQNAgent,sweep_c92,10,0.9714480042457581,0.026404663489016444,0.008349887747558035,0.9010369181632996,0.9913421273231506,0.9801012277603149,0.9689576178789139,0.9835820347070694,DQNAgent,0.99,425273.0,0.198841,0.414126,,,0.00190239,8.23583,,,,,8192.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,3,0,1000000,4,True,2048
DQNAgent,sweep_c43,10,0.9544444918632508,0.018516572156729177,0.00585545424741205,0.9037179946899414,0.9650048017501832,0.9606920778751373,0.9564326256513596,0.9638700932264328,DQNAgent,0.99,451826.0,0.0125006,0.478122,,,0.000981809,14.1499,,,,,1024.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,6,0,1000000,64,True,1
DQNAgent,sweep_c80,10,0.9514086544513702,0.03223955708345577,0.010195043113873542,0.8734225630760193,0.9836867451667786,0.9632554054260254,0.93939608335495,0.9713940620422363,DQNAgent,0.99,43003.0,0.0190918,0.665393,,,3.22284e-05,13.0622,,,,,512.0,,,,32768,FlatteningReplayBuffer,"(33,)",,0,0,100,32,1,3,0,1000000,8,True,1024
DQNAgent,sweep_c37,10,0.945088803768158,0.03951302603540048,0.012495115951739848,0.8650837540626526,0.988487184047699,0.9496055543422699,0.9314804822206497,0.9751728922128677,DQNAgent,0.99,481796.0,0.0539231,0.91436,,,0.0103201,12.5196,,,,,2048.0,,,,131072,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,5,0,1000000,8,True,1
DQNAgent,sweep_c41,10,0.9450589656829834,0.03795898650072693,0.012003685501388184,0.8429968357086182,0.9781405329704284,0.9535996615886688,0.9445094168186189,0.9600999653339386,DQNAgent,0.99,423109.0,0.100538,0.701711,,,0.000924445,11.3919,,,,,16384.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,4,0,1000000,64,True,16
DQNAgent,sweep_c70,10,0.935112589597702,0.08053260444889732,0.02546664559639246,0.7501578330993652,0.9912185072898864,0.9647257626056671,0.9561751931905748,0.9779544025659561,DQNAgent,0.99,365220.0,0.0506018,0.590575,,,0.000616861,4.84178,,,,,16384.0,,,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,0,0,1000000,16,True,2048
RMaxNFQAgent,sweep_c51,10,0.9326825857162475,0.01430741572881083,0.004524402113396018,0.9088112115859984,0.9564939737319946,0.9311698377132416,0.9233668744564056,0.9425882548093797,RMaxNFQAgent,0.99,,,,,,0.000957323,7.78521,67.0,294.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,32,1,8,0,1000000,64,True,16
DQNAgent,sweep_c55,10,0.9089089393615722,0.01019551882010879,0.00322410613986563,0.8870763778686523,0.9197281002998352,0.9119325280189514,0.9035813659429549,0.9155870825052262,DQNAgent,0.99,136381.0,0.110926,0.633686,,,0.000478946,0.51625,,,,,256.0,,,,8192,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,9,0,1000000,32,True,16
DQNAgent,sweep_c85,10,0.9043989062309266,0.14917826702904996,0.04717431012085978,0.5042021870613098,0.9876939058303832,0.9621350467205048,0.9252967387437819,0.9783675074577333,DQNAgent,0.99,232621.0,0.0274268,0.44083,,,0.00156321,9.10958,,,,,16384.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,5,0,1000000,8,True,2
DQNAgent,sweep_c91,10,0.894983583688736,0.051331143509011815,0.016232332838944517,0.7917511463165283,0.948890507221222,0.9075044989585876,0.8917693197727203,0.9230281561613083,DQNAgent,0.99,14639.0,0.0812702,0.942506,,,0.00087597,8.98227,,,,,16384.0,,,,131072,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,7,0,1000000,16,True,8
DQNAgent,sweep_c28,10,0.8940486550331116,0.008017786380764572,0.002535446675589409,0.880454421043396,0.9058441519737244,0.8942017555236816,0.8891479820013046,0.8998444080352782,DQNAgent,0.99,377700.0,0.146679,0.533386,,,7.78939e-06,5.14001,,,,,128.0,,,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,8,0,1000000,16,True,4
DQNAgent,sweep_c33,10,0.8555597841739655,0.18847053501762442,0.05959961624862159,0.3433778285980224,0.9695993661880492,0.9212742745876312,0.9070831090211868,0.9379519075155258,DQNAgent,0.99,292752.0,0.0139595,0.569368,,,2.01804e-05,4.41833,,,,,16384.0,,,,131072,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,8,0,1000000,8,True,2
RMaxNFQAgent,sweep_c12,10,0.8377011537551879,0.07707486665726512,0.024373212899072617,0.7223870754241943,0.9412308931350708,0.8409025371074677,0.7781453281641006,0.9027010351419448,RMaxNFQAgent,0.99,,,,,,0.00609597,13.7956,89.0,183.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,512,1,5,0,1000000,512,True,128
DQNAgent,sweep_c16,10,0.8375705003738403,0.09175992977126458,0.029017037601428937,0.7310987710952759,0.9918717741966248,0.8028543293476105,0.7796160727739334,0.8769995421171188,DQNAgent,0.99,132432.0,0.0320359,0.891797,,,0.00981025,8.99219,,,,,128.0,,,,131072,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,0,0,1000000,4,True,128
DQNAgent,sweep_c71,10,0.8311068952083588,0.23845138653367867,0.07540494926716271,0.3153790235519409,0.9968125224113464,0.908315896987915,0.8470003306865692,0.9919512718915939,DQNAgent,0.99,187332.0,0.0208274,0.921135,,,0.000841623,5.92539,,,,,8192.0,,,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,6,0,1000000,2,True,1024
DQNAgent,sweep_c94,10,0.8083261907100677,0.022535124434589302,0.007126232056861632,0.7745540738105774,0.8453379273414612,0.8113152980804443,0.7928002029657364,0.8197218924760818,DQNAgent,0.99,137370.0,0.0936907,0.808059,,,0.000402174,10.1066,,,,,2048.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,6,0,1000000,32,True,2048
RMaxNFQAgent,sweep_c26,10,0.7771487474441529,0.16621913066745847,0.05256310436023127,0.3404966592788696,0.9060555696487428,0.8210807740688324,0.7494261413812637,0.8735157996416092,RMaxNFQAgent,0.99,,,,,,0.0156049,8.7382,86.0,213.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,1024,1,9,0,1000000,512,True,4096
DQNAgent,sweep_c53,10,0.7451628625392914,0.2467278949474773,0.07802221103327782,0.3351742327213287,0.9881964921951294,0.7989266216754913,0.5772725194692612,0.9733601361513138,DQNAgent,0.99,436300.0,0.0183143,0.541812,,,0.012123,12.3032,,,,,512.0,,,,2048,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,3,0,1000000,4,True,1
DQNAgent,sweep_c42,10,0.7302404493093491,0.38587219204374046,0.1220235012580123,0.1438098847866058,0.993350386619568,0.9533591866493225,0.39160361513495445,0.9820484071969986,DQNAgent,0.99,253818.0,0.165827,0.71903,,,0.00144747,9.15071,,,,,4096.0,,,,8192,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,2,0,1000000,1,True,16
RMaxNFQAgent,sweep_c54,10,0.7005872452631593,0.3043504904289847,0.09624407567448684,0.0028959456831216,0.989414930343628,0.8396846354007721,0.5517431870102882,0.86592598259449,RMaxNFQAgent,0.99,,,,,,0.000256385,1.40275,49.0,66.0,,,,,,1.0,2048,FlatteningReplayBuffer,"(400,)",,0,0,100,256,1,8,0,1000000,32,True,1
DQNAgent,sweep_c7,10,0.7003754064440727,0.24870258576236823,0.07864666309824475,0.1279844492673874,0.9593899250030518,0.7482475638389587,0.6784310042858124,0.8499648422002792,DQNAgent,0.99,18287.0,0.163458,0.428708,,,2.68646e-05,14.7214,,,,,32768.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,5,0,1000000,2,True,1024
RMaxNFQAgent,sweep_c15,10,0.690629506111145,0.12815701472628113,0.04052680646627888,0.5758364200592041,0.994082808494568,0.6649520695209503,0.6011980026960373,0.7055347263813019,RMaxNFQAgent,0.99,,,,,,0.00244108,9.23147,68.0,38.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,32,1,7,0,1000000,8,True,64
DQNAgent,sweep_c77,10,0.6869262099266052,0.1288431300784672,0.04074377519133054,0.354439914226532,0.7863532900810242,0.7325934767723083,0.6853657811880112,0.7548785656690598,DQNAgent,0.99,287880.0,0.258714,0.661287,,,0.00537083,8.75631,,,,,4096.0,,,,131072,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,4,0,1000000,128,True,32
RMaxNFQAgent,sweep_c13,10,0.6838878422975541,0.2020111642193511,0.06388153917154599,0.4237414896488189,0.9995631575584412,0.6849757432937622,0.5204781517386436,0.7365133464336395,RMaxNFQAgent,0.99,,,,,,0.00292116,12.7536,42.0,125.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,256,1,5,0,1000000,2,True,32
DQNAgent,sweep_c68,10,0.6806615710258483,0.31828408508674944,0.10065026518569593,0.090273842215538,0.9276928901672364,0.8295877277851105,0.6210781186819077,0.9000935405492783,DQNAgent,0.99,333710.0,0.0143071,0.447195,,,0.00122369,6.11085,,,,,16384.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,64,1,6,0,1000000,128,True,512
RMaxNFQAgent,sweep_c48,10,0.6774502217769622,0.13399099079813367,0.0423716716864765,0.4951000213623047,0.9532641768455504,0.6543881893157959,0.6043868362903595,0.7363615334033966,RMaxNFQAgent,0.99,,,,,,0.000101942,13.5356,95.0,165.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,64,1,6,0,1000000,16,True,8192
DQNAgent,sweep_c58,10,0.6331644117832184,0.2242970560592377,0.0709289569617662,0.145084261894226,0.9203813076019288,0.6637097299098969,0.5607622414827347,0.7387564927339554,DQNAgent,0.99,207465.0,0.0772783,0.902682,,,0.00822059,10.5623,,,,,128.0,,,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,8,0,1000000,16,True,2048
DQNAgent,sweep_c19,10,0.6246332675218582,0.10579042371493853,0.03345386935734972,0.470792144536972,0.7556909322738647,0.6057424247264862,0.5363336354494095,0.7324766367673874,DQNAgent,0.99,333266.0,0.250435,0.551441,,,5.0046e-05,2.07193,,,,,32768.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,3,0,1000000,64,True,1
RMaxNFQAgent,sweep_c69,10,0.6139099828898906,0.3475245561265756,0.1098969140199002,0.1025920882821083,0.9505906105041504,0.7122771441936493,0.27222439274191856,0.9342026114463806,RMaxNFQAgent,0.99,,,,,,0.0150079,2.38729,33.0,107.0,,,,,,1.0,4096,FlatteningReplayBuffer,"(400,)",,0,0,100,512,1,9,0,1000000,128,True,16
DQNAgent,sweep_c46,10,0.6106502324342727,0.12250733852161708,0.03874022198135948,0.4128053486347198,0.7950188517570496,0.6351683139801025,0.5222480744123459,0.702362135052681,DQNAgent,0.99,11605.0,0.141065,0.371036,,,0.000511474,9.01467,,,,,64.0,,,,4096,FlatteningReplayBuffer,"(33,)",,0,0,100,512,1,8,0,1000000,32,True,2048
RMaxNFQAgent,sweep_c27,10,0.5822830691933631,0.2967232524502525,0.09383213124759357,0.1281482726335525,0.932348608970642,0.5914422869682312,0.4113335013389587,0.8516936749219894,RMaxNFQAgent,0.99,,,,,,0.00810965,2.90229,5.0,33.0,,,,,,1.0,4096,FlatteningReplayBuffer,"(400,)",,0,0,100,64,1,1,0,1000000,128,True,256
RMaxNFQAgent,sweep_c49,10,0.5739796154201031,0.3774802038268449,0.11936972157174379,0.028633277863264,0.9311212301254272,0.6986667811870575,0.2017666939646005,0.8819288015365601,RMaxNFQAgent,0.99,,,,,,0.000172704,10.9129,37.0,241.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,32,1,7,0,1000000,256,True,2
RMaxNFQAgent,sweep_c19,10,0.5684948086738586,0.19390395588798343,0.061317814792284486,0.4220613241195678,0.9937605261802672,0.5054382681846619,0.46538650244474405,0.516072079539299,RMaxNFQAgent,0.99,,,,,,0.00057216,1.96336,76.0,201.0,,,,,,1.0,2048,FlatteningReplayBuffer,"(400,)",,0,0,100,256,1,5,0,1000000,32,True,8192
RMaxNFQAgent,sweep_c35,10,0.568431282043457,0.09916670815703345,0.031359266583742426,0.4254887104034424,0.775572657585144,0.5308046936988831,0.5182440727949142,0.6045878231525421,RMaxNFQAgent,0.99,,,,,,0.00149776,5.94589,26.0,150.0,,,,,,1.0,1024,FlatteningReplayBuffer,"(400,)",,0,0,100,64,1,1,0,1000000,4,True,32
DQNAgent,sweep_c27,10,0.5508078180253506,0.41436763968683404,0.13103455300783756,0.0551104173064231,0.9696831107139589,0.5763096660375594,0.17572157457470888,0.9396593421697618,DQNAgent,0.99,457870.0,0.0439743,0.621065,,,0.00634508,2.7565,,,,,16384.0,,,,65536,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,3,0,1000000,16,True,4
DQNAgent,sweep_c47,10,0.5362480781972409,0.32348504432526554,0.10229495290683652,0.0580720081925392,0.9104642868041992,0.6637714505195618,0.2477489970624447,0.7637428790330887,DQNAgent,0.99,408067.0,0.0368425,0.542668,,,0.0017444,1.75385,,,,,8192.0,,,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,2,0,1000000,128,True,1024
RMaxNFQAgent,sweep_c82,10,0.5137163668870925,0.013956062469065274,0.004413294456983947,0.4924466907978058,0.5358632802963257,0.5095203518867493,0.5054957717657089,0.5242431610822678,RMaxNFQAgent,0.99,,,,,,3.09862e-05,13.1338,36.0,101.0,,,,,,1.0,16384,FlatteningReplayBuffer,"(400,)",,0,0,100,32,1,5,0,1000000,1,True,4096
RMaxNFQAgent,sweep_c71,10,0.49478432536125183,0.2657342851819645,0.08403255935717395,0.3437833786010742,0.9984625577926636,0.3640989065170288,0.3604711145162582,0.40237363427877426,RMaxNFQAgent,0.99,,,,,,0.000167124,14.2123,18.0,115.0,,,,,,1.0,4096,FlatteningReplayBuffer,"(400,)",,0,0,100,128,1,0,0,1000000,8,True,16
RMaxNFQAgent,sweep_c41,10,0.4891007661819458,0.10685298081871236,0.03378987941654144,0.34375,0.6507123112678528,0.487598180770874,0.4029402658343315,0.5826778560876846,RMaxNFQAgent,0.99,,,,,,0.00214892,1.76037,81.0,44.0,,,,,,1.0,2048,FlatteningReplayBuffer,"(400,)",,0,0,100,128,1,9,0,1000000,1,True,1
RMaxNFQAgent,sweep_c75,10,0.47649680376052855,0.23214638772029447,0.07341113357766742,0.3014801442623138,0.9913542866706848,0.4021786153316498,0.3249864131212234,0.47698863595724106,RMaxNFQAgent,0.99,,,,,,0.000290348,13.5683,93.0,226.0,,,,,,1.0,2048,FlatteningReplayBuffer,"(400,)",,0,0,100,512,1,1,0,1000000,16,True,2
DQNAgent,sweep_c10,10,0.47101026922464373,0.26905728870213286,0.08508338533682287,0.1347551196813583,0.8991361260414124,0.47000354528427124,0.22839770466089243,0.6065314561128616,DQNAgent,0.99,444064.0,0.0852715,0.640511,,,0.00414299,3.72123,,,,,512.0,,,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,16,1,5,0,1000000,8,True,4096
RMaxNFQAgent,sweep_c92,10,0.46987745761871336,0.04897173435873729,0.01548622215423352,0.4045128524303436,0.5412082076072693,0.4767321646213531,0.42764525860548014,0.5022696852684021,RMaxNFQAgent,0.99,,,,,,0.000436922,2.63876,90.0,162.0,,,,,,1.0,2048,FlatteningReplayBuffer,"(400,)",,0,0,100,128,1,8,0,1000000,4,True,32
RMaxNFQAgent,sweep_c8,10,0.4602627754211426,0.05846398534175131,0.018487935477063174,0.3262638747692108,0.5370707511901855,0.47359584271907806,0.434876374900341,0.49617630243301386,RMaxNFQAgent,0.99,,,,,,0.0513195,8.84694,40.0,149.0,,,,,,1.0,2048,FlatteningReplayBuffer,"(400,)",,0,0,100,128,1,2,0,1000000,4,True,512
RMaxNFQAgent,sweep_c56,10,0.45133858025074003,0.008731855100747447,0.002761255031692096,0.4370548129081726,0.4675553441047668,0.450558140873909,0.4460464790463447,0.45547932386398315,RMaxNFQAgent,0.99,,,,,,0.00408638,7.15379,49.0,52.0,,,,,,1.0,8192,FlatteningReplayBuffer,"(400,)",,0,0,100,64,1,1,0,1000000,1,True,512
RMaxNFQAgent,sweep_c77,10,0.44677654730621724,0.3407912201081959,0.10776764621296728,0.0030962843447923,0.9732970595359802,0.4274783432483673,0.2367307618260383,0.7284991666674614,RMaxNFQAgent,0.99,,,,,,0.0339979,3.03369,55.0,233.0,,,,,,1.0,4096,FlatteningReplayBuffer,"(400,)",,0,0,100,64,1,4,0,1000000,32,True,1024
RMaxNFQAgent,sweep_c45,10,0.39294113516807555,0.007693601942224524,0.002432930554812466,0.379201591014862,0.4052744805812835,0.392962321639061,0.38800027221441263,0.39858680218458176,RMaxNFQAgent,0.99,,,,,,3.26605e-05,1.11047,82.0,111.0,,,,,,1.0,16384,FlatteningReplayBuffer,"(400,)",,0,0,100,64,1,1,0,1000000,2,True,128
RMaxNFQAgent,sweep_c7,10,0.38366793447494274,0.4951663103902312,0.15658533614150297,9.999999747378752e-05,0.9844538569450378,0.0003999500186182,0.000199984999198875,0.9477067291736603,RMaxNFQAgent,0.99,,,,,,5.22799e-05,8.43789,15.0,277.0,,,,,,1.0,2048,FlatteningReplayBuffer,"(400,)",,0,0,100,256,1,2,0,1000000,128,True,512
DRMAgent,sweep_c96,10,0.3635471314191818,0.004630476782808878,0.0014642853286204864,0.3544941842556,0.3689999282360077,0.36445255577564234,0.360512189567089,0.3672298640012741,DRMAgent,0.99,,,,5.0,112.0,0.156124,11.1546,,,1.0,1.0,64.0,True,1.0,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,1024,1,8,0,1000000,1,True,64
DRMAgent,sweep_c79,10,0.3591289520263672,0.004475161364282443,0.0014151702807919015,0.3529865443706512,0.3680986762046814,0.35787391662597656,0.3568922132253647,0.36093443632125854,DRMAgent,0.99,,,,5.0,455.0,0.098933,10.3347,,,1.0,1.0,128.0,True,1.0,,1024,FlatteningReplayBuffer,"(33,)",,0,0,100,1024,1,3,0,1000000,1,True,1
DRMAgent,sweep_c3,10,0.35828682482242585,0.0049079448398597295,0.0015520284324427097,0.3471244573593139,0.3641095757484436,0.3591476827859878,0.3567764461040496,0.3613429591059685,DRMAgent,0.99,,,,5.0,328.0,0.508118,6.69613,,,1.0,1.0,8192.0,True,1.0,,16384,FlatteningReplayBuffer,"(33,)",,0,0,100,256,1,3,0,1000000,1,True,2
DRMAgent,sweep_c14,10,0.349170058965683,0.004537504650150781,0.0014348849588081952,0.3401260673999786,0.3538277149200439,0.3505174517631531,0.34587170928716654,0.3525313660502434,DRMAgent,0.99,,,,5.0,12.0,0.471036,10.7999,,,1.0,1.0,256.0,True,1.0,,8192,FlatteningReplayBuffer,"(33,)",,0,0,100,128,1,5,0,1000000,1,True,256
