parent_run_id,parent_name,eval_auc_mean,eval_auc_se,eval_last100_mean,eval_last100_se,eval_full_mean,eval_full_se,eval_n_seeds,train_auc_mean,train_auc_se,train_last100_mean,train_last100_se,train_full_mean,train_full_se,train_n_seeds,param.lambda_,param.num_states,param.initial_value,param.learning_rate,param.discount,param.horizon,param.num_actions,param.beta,param.use_time_bonus
ba1497daba81439a95a7b4eb64c327e1,ucb_dtp_planner_lr0p8_beta100_hz5_timebonus,-15448.229920864105,7181.160424398552,-0.027178682640194896,0.030499606732146432,-0.05136093916495641,0.02387567741047408,11,-1694620.8925017037,46338.35164754727,-5.149674243699759,0.3214817342265378,-5.657314858628087,0.1547115694499746,11,,252,0.0,0.8,0.9,5,2,100,True
60137f20fe404a5da7050bfe5f8bbec7,ucb_dtp_planner_lr0p5_beta50_hz7_timebonus,-12897.656909842044,16041.11328056898,-0.029623366916552187,0.01974904199144557,-0.042992189699473486,0.0534703776018966,11,-1568703.281145542,46543.25825081311,-4.668758581436424,0.3307149618345319,-5.23756556965162,0.15558007969641524,11,,252,0.0,0.5,0.9,7,2,50,True
37a96f674b5449e78d0045fe6557cf27,ucb_dtp_planner_lr0p2_beta10p0_hz7_static,-6286.378437466919,10106.821562282246,-0.03028089052438736,0.06290677163662338,-0.020523857925708093,0.03383299074167258,11,-316327.73225761036,84335.36626591961,-0.8255703727592755,0.28083036695155816,-1.0593103261281744,0.28126214877550454,11,,252,0.0,0.2,0.9,7,2,10.0,False
0dce4accdb28461184ad1d3d5e38bcdc,ucb_dtp_planner_lr1p0_beta10p0_hz7_static,-16594.697996415198,7785.878948620551,-0.03037411188334227,0.022958017943578227,-0.05531565998805066,0.025952929828735163,11,-143442.69046650914,8732.788221104378,-0.036405140771599204,0.022253375102524398,-0.48261732633466803,0.029064076230889697,11,,252,0.0,1.0,0.9,7,2,10.0,False
20e2ad2331714f4d9bd445dbf3ba5742,ucb_dtp_planner_lr0p8_beta40p0_hz1_timebonus,-20988.050753157586,10487.47520938853,-0.03147328278422355,0.03147328278422355,-0.07013851175798724,0.034983105238338315,11,-543024.090787099,20986.86242887318,-0.9594620365314185,0.15040277741598654,-1.8144617997950605,0.06991551205443557,11,,252,0.0,0.8,0.9,1,2,40.0,True
2c49359a2ff04a24a34132e37ccd3915,ucb_dtp_planner_lr0p5_beta5_hz4_static,-6632.605476677418,11885.648817656816,-0.03215662078559399,0.03888276328408741,-0.021905872618158663,0.03985701172264515,11,-62369.06639750148,22016.31326106418,-0.008918865052632726,0.10337883773219224,-0.21180536442383616,0.07314640026727581,11,,252,0.0,0.5,0.9,4,2,5,False
7ac994b98b164ec591164fca461337f6,ucb_dtp_planner_lr1p0_beta20p0_hz5_static,-24191.212658397853,3195.8982709493666,-0.033131626784801485,0.033131626784801485,-0.08063737552799286,0.010652994236497888,11,-469631.53203770035,15676.881416250793,-0.1627278485383044,0.03446937496373485,-1.5698398102531717,0.052260711331703964,11,,252,0.0,1.0,0.9,5,2,20.0,False
78d3e07a5b5d4563a0173a4e703fbf6d,ucb_dtp_planner_lr1p0_beta50_hz3_static,-20325.694081932306,6406.200990944432,-0.034527346312999724,0.0295940975589361,-0.06804097415258488,0.021393687935509723,11,-1043927.9818050299,15582.98774366184,-2.5608587274551393,0.105323638339172,-3.485253105414322,0.05194508071458225,11,,252,0.0,1.0,0.9,3,2,50,False
031b2563770c4518835196516bacb74a,ucb_dtp_planner_lr0p5_beta100_hz7_static,-606.1978104524314,20260.078739274544,-0.03580634865909814,0.1437205458873436,-0.0022916584160799754,0.06765123320037054,11,-1243883.108138875,58081.80496492548,-2.934443783748895,0.44881174525772277,-4.15127421350226,0.19352435063991594,11,,252,0.0,0.5,0.9,7,2,100,False
4fc6dd7887684bcc8c85b6a19716ccd1,ucb_dtp_planner_lr1p0_beta40p0_hz7_timebonus,-19034.128477424383,6798.615270729317,-0.039224741756916044,0.01970982118771161,-0.06344709492474795,0.02266205090243106,11,-1518068.1667685509,33609.46528974596,-4.346252212366089,0.25456838334594784,-5.068856024696181,0.11192007215795415,11,,252,0.0,1.0,0.9,7,2,40.0,True
30a2cbcc47c247b8b755d1e55c1e21a1,ucb_dtp_planner_lr0p8_beta40p0_hz5_static,-12628.253950353246,22457.61982036305,-0.040922718722373255,0.04642175880328967,-0.04190302233902428,0.07518478037329487,11,-569441.2882042583,68421.56186057838,-1.7834239534707739,0.3277502249243885,-1.9053728026292909,0.22799317915166506,11,,252,0.0,0.8,0.9,5,2,40.0,False
a334a654f6a14beaad2515c934323dff,ucb_dtp_planner_lr0p1_beta100_hz7_static,-2211.774355173111,2211.774355173111,-0.044849394142627716,0.04484939414262772,-0.007474899023771286,0.007474899023771286,11,-1231341.0901683148,52234.9410614897,-3.66361727378926,0.35308835170727976,-4.110624922879894,0.17421769463592887,11,,252,0.0,0.1,0.9,7,2,100,False
ef4f991bc94346dfa2bb33e7afc9450c,ucb_dtp_planner_lr1p0_beta50_hz2_static,-11947.768052853644,6106.889825726209,-0.04538641104474664,0.04538641104474663,-0.03968873879127204,0.020226404942323466,11,-574634.1835154921,8969.822237992454,-0.4496009128179349,0.05869395762931239,-1.919730509356985,0.029783868636172304,11,,252,0.0,1.0,0.9,2,2,50,False
84e97cecb9f84fea8ce2caf2a5ca8720,ucb_dtp_planner_lr0p8_beta50_hz7_timebonus,8599.200313724577,14300.232398989318,-0.046576092898845664,0.021699637029053684,0.028664001045748587,0.0476674413299644,11,-1562566.1414653528,40210.57597251098,-4.688524173387326,0.3264653997779689,-5.216859880358136,0.13385276174030672,11,,252,0.0,0.8,0.9,7,2,50,True
e9b21aec93e143199abea6154f0d5992,ucb_dtp_planner_lr0p4_beta40p0_hz7_static,-9472.498961817473,4227.5272430934365,-0.04696292877942324,0.08578036842519665,-0.03219084144476801,0.014336010491890702,11,-805967.179389298,81836.2613562512,-2.0286329917460684,0.3755260784482987,-2.6927364936619993,0.2733022425776214,11,,252,0.0,0.4,0.9,7,2,40.0,False
3b0ae5aedcde450db27a68be04a1c6dd,ucb_dtp_planner_lr0p8_beta10p0_hz7_timebonus,12487.515292526223,36068.39689329995,-0.04727799103409054,0.17064934935793097,0.042578941557013125,0.12028338428210557,11,-600354.4495708309,96883.51194700568,-1.8563091556988656,0.69319839416222,-2.007711016587603,0.3229324594822828,11,,252,0.0,0.8,0.9,7,2,10.0,True
011a8fc16afe4389baeccb578f32656a,ucb_dtp_planner_lr1p0_beta5_hz7_timebonus,-53424.78908477351,11291.29107303686,-0.051718994557857514,0.05171899455785751,-0.17808263028257837,0.037637636910122875,11,-543355.9523803409,22965.972272708394,-0.8593047483344985,0.14646091936430705,-1.8152868414419163,0.07644127681154904,11,,252,0.0,1.0,0.9,7,2,5,True
4972983a0bc54a778ee4f44e35072190,ucb_dtp_planner_lr1p0_beta5_hz5_timebonus,-24500.563668832183,7297.578408062466,-0.05334933374077082,0.023043521990454206,-0.08166854556277395,0.024325261360208218,11,-424011.38323291636,17403.355301925098,-0.17349732709755492,0.051329445866129385,-1.4177567393259367,0.057961485460742375,11,,252,0.0,1.0,0.9,5,2,5,True
